Id,Neighborhood,OverallQual,OverallCond,YearBuilt,ExterQual,TotalBsmtSF,GrLivArea,BedroomAbvGr,FullBath,GarageCars,GarageArea,LotArea,SaleType,SalePrice
1425,Downtown,2,1,1949,Gd,1518.6423345593964,2257.5852149971142,4,3,1,296.0,9559.637194830811,New,316459
1426,Downtown,1,6,1983,Fa,501.57219017007674,2088.048970287297,4,3,3,1072.0,12382.87961082785,WD,320301
1427,Historic,8,3,2017,TA,2065.5342858434033,2739.8985502746764,6,2,2,658.0,5733.520505447436,WD,436171
1428,Rural,9,1,1977,TA,958.1614135221615,1038.7645155287764,3,2,3,790.0,9379.522831314544,COD,91185
1429,Historic,6,3,1980,Gd,1214.3263519803486,2194.293651986899,4,3,1,327.0,6456.503039713321,WD,323853
1430,Suburbs,3,4,1989,TA,717.8662432827064,1710.7274056284416,4,2,2,,11505.323491399851,WD,304741
1431,Historic,9,3,1984,Gd,613.7149861283599,1652.5225172760092,5,3,1,299.0,7902.000993074397,WD,316666
1432,Rural,1,6,2009,TA,1010.0803561266503,2074.0549544999494,3,2,2,478.0,8715.09188312997,WD,207452
1433,Waterfront,6,6,2022,Fa,755.9676299089969,1427.5728890623373,3,2,2,373.0,5486.606035155582,WD,342818
1434,Suburbs,7,5,1950,Gd,1036.5794229815597,1347.5846827210864,2,1,0,0.0,6716.45844732105,WD,185250
1435,Suburbs,2,5,1981,Fa,148.22491165462532,1272.8566536964438,5,2,0,0.0,13953.84766475694,WD,207489
1436,Suburbs,5,5,1959,Gd,,1843.7128028948823,5,1,1,371.0,9845.770120097957,WD,252044
1437,Rural,9,1,1985,TA,793.0925184337149,1848.8989624836672,4,2,1,232.0,8560.515414974148,WD,190663
1438,Rural,3,5,1930,Gd,544.7599488403321,1531.9038368148417,3,2,2,446.0,12113.986130571266,New,151892
1439,Suburbs,6,7,1971,Gd,2215.8940813992012,2437.6796025665394,3,3,2,493.0,12526.70381148347,WD,323486
1440,Downtown,3,3,1980,TA,1073.0308952034159,1698.714700629486,5,1,1,306.0,7880.099783379127,WD,284870
1441,Suburbs,8,3,1981,Gd,1106.8070131537095,3240.7030293347407,4,1,2,368.0,5709.4241140213235,WD,441930
1442,Historic,2,9,1957,Ex,563.1626159180728,2834.3162177283875,4,2,2,753.0,7543.046503765875,COD,369061
1443,Historic,4,9,2013,TA,721.1248345246674,400.0,3,3,3,1051.0,6917.386445724351,WD,89457
1444,Historic,8,9,2006,TA,,1115.0087890708314,4,3,2,592.0,8304.222800726613,New,200901
1445,Rural,10,7,1972,Fa,1458.82408950436,1519.2459430151775,2,2,2,741.0,8816.711075202851,WD,191010
1446,Suburbs,7,3,1999,Ex,432.6598249284398,2786.731440669043,5,2,2,601.0,15567.655978284085,WD,399210
1447,Downtown,3,6,2010,Gd,862.9898622483121,400.0,5,2,3,599.0,4883.369049765111,WD,149230
1448,Suburbs,10,7,1976,Gd,1176.576475406203,662.2278784951177,4,3,1,,4075.1779310392226,WD,133877
1449,Historic,5,7,1955,Gd,75.56161173581393,2244.7458965300184,3,2,2,571.0,6235.380774608357,WD,335540
1450,Downtown,2,1,2006,TA,335.18468782655964,2551.3064933689975,4,2,2,665.0,1000.0,WD,411112
1451,Waterfront,8,7,1973,Fa,438.46590849095935,1283.5784274968178,4,3,1,256.0,2323.5150682830026,New,313832
1452,Suburbs,1,9,1952,Gd,925.9992033151225,1711.7750269985158,3,2,1,259.0,4022.5907844018493,WD,237416
1453,Suburbs,5,9,2005,TA,817.6836055042565,1492.387064103762,4,2,0,0.0,11399.84891794212,WD,204816
1454,Suburbs,2,1,1958,Gd,1372.0168215636,2914.7433104406127,2,2,2,764.0,3944.8740840962178,WD,396627
1455,Suburbs,2,3,1999,TA,112.07830442426075,2854.898619616058,4,2,0,0.0,2908.561569912291,WD,418258
1456,Historic,1,6,1923,Fa,834.124481582262,650.8035292512336,6,2,3,814.0,5467.676893870255,WD,140957
1457,Rural,10,1,1965,Gd,1470.1750284438085,1440.3381887655637,3,3,3,1035.0,9198.969420197393,WD,156390
1458,Suburbs,9,5,1998,TA,370.30784441748267,1500.13751097848,4,2,2,773.0,6462.487997589135,WD,237435
1459,Suburbs,5,7,1936,Fa,953.684092048958,2277.6247876617267,3,2,2,785.0,6975.20644956175,WD,333801
1460,Suburbs,3,7,1950,TA,1300.2645970506355,3176.390695747791,3,2,2,467.0,6277.86011328536,WD,396874
1461,Rural,7,3,1958,TA,1562.9740229264878,1560.1152435043107,2,2,1,227.0,4027.7515992421895,WD,143305
1462,Rural,7,5,2014,Gd,498.4258616312845,2336.5498459358823,4,1,2,,5227.614462507481,WD,248562
1463,Rural,8,5,2018,TA,1148.929429813813,995.7633009666835,4,2,2,743.0,5547.162066634496,WD,137807
1464,Suburbs,1,8,1941,TA,1016.3651013649197,1822.0478357012719,3,2,2,592.0,9901.60207940824,WD,240228
1465,Suburbs,7,1,2005,Ex,584.676473456937,2394.122837104477,4,2,2,708.0,4639.764569207377,WD,368096
1466,Suburbs,3,4,1983,Gd,507.1176227527703,1958.5454812334583,4,3,3,853.0,11060.745594757285,WD,306909
1467,Waterfront,9,9,1986,Ex,494.1010147688278,2123.5406975990686,5,2,2,691.0,10050.76610659179,WD,495096
1468,Historic,10,7,1937,TA,2485.1181380459457,2893.904637714407,3,2,2,477.0,3307.3741973094257,WD,380480
1469,Rural,2,4,1972,Gd,1471.812974268722,3520.5598292304703,3,2,2,723.0,9157.762024324787,New,336248
1470,Suburbs,4,3,1979,Gd,1027.4276990986996,2146.54657612681,3,2,1,355.0,8166.582119237183,WD,289060
1471,Historic,10,8,2009,TA,662.3252282543217,2754.6639499021453,3,2,2,459.0,12081.96117928505,WD,412639
1472,Historic,2,2,2018,TA,1224.67898682444,2891.710389433577,4,2,0,0.0,5547.3019623874425,WD,412684
1473,Historic,10,2,2007,Gd,513.212527078495,3370.912419404659,5,2,3,618.0,9962.411444668793,WD,538011
1474,Suburbs,4,4,2009,TA,1130.1315810005153,1387.1059889074718,3,2,0,0.0,10388.197722646164,WD,192343
1475,Historic,5,8,1955,Gd,1334.6487289103097,400.0,3,1,2,734.0,2764.6467908298473,WD,50000
1476,Suburbs,3,8,2004,Gd,935.6101771103018,2290.7714232304274,3,2,1,,11927.593532484047,WD,343950
1477,Downtown,8,3,1967,TA,759.9658250524282,2729.689685559829,4,3,2,467.0,5796.517476940482,WD,422293
1478,Suburbs,4,7,1990,Ex,793.9369607696968,1863.496906653092,5,2,2,396.0,9407.2300273266,WD,276700
1479,Rural,3,2,1988,Gd,1387.7356827156596,1974.7311317609806,5,2,2,373.0,7338.0114612844645,WD,227564
1480,Suburbs,9,3,1950,Ex,980.8851555823702,2313.496159221435,1,2,2,371.0,7425.739859072531,WD,318567
1481,Downtown,4,3,1998,TA,1661.9323649999797,1493.96596797568,2,3,1,292.0,5583.504571255237,WD,249871
1482,Rural,2,6,1921,Gd,269.1364630605606,895.3884424592795,4,1,1,224.0,6219.893674416514,WD,56634
1483,Downtown,5,8,1937,TA,492.7356228034335,400.18099651649845,3,2,2,743.0,9348.79777349461,WD,114859
1484,Downtown,9,6,1975,Gd,1033.4370167861643,594.7149986508625,3,2,1,216.0,12252.198579743525,WD,131213
1485,Historic,9,6,1929,TA,1180.7382410813157,1597.640462807965,3,2,1,,4346.930403419516,WD,270186
1486,Suburbs,10,4,1965,Gd,973.0730723636811,1834.720564489682,4,2,1,382.0,6405.6063294507385,WD,251756
1487,Rural,2,4,1985,TA,1560.8962507121512,1508.663032722549,4,3,2,785.0,8784.338014210654,WD,171493
1488,Historic,1,4,1929,Fa,622.1374662215887,834.0293156673772,4,2,1,369.0,8625.231215127147,COD,155727
1489,Historic,7,9,1978,Gd,1006.6023972561024,1569.8976357435026,4,1,2,450.0,9502.926920013651,WD,275789
1490,Suburbs,2,5,1995,Gd,1433.588606752765,1579.5894639698786,2,2,0,0.0,11484.175204979441,WD,186324
1491,Suburbs,6,9,1941,TA,1712.7405736050694,2471.7443737005265,4,4,2,441.0,2855.767097384254,WD,287110
1492,Downtown,10,8,1940,Gd,918.2185833103645,2026.128342958538,4,2,1,312.0,6286.957499529942,WD,342772
1493,Suburbs,10,5,1968,TA,2073.85362776218,1717.719675481888,3,2,1,233.0,11133.095291688385,WD,218899
1494,Suburbs,3,6,2011,Gd,1036.9094913281695,1789.2162103140854,3,2,1,253.0,7462.9934802864245,WD,273579
1495,Waterfront,4,4,1922,Gd,1678.9637470577472,970.0880821035036,4,1,2,603.0,4549.757378524575,WD,225282
1496,Suburbs,4,2,1956,TA,862.2047692242772,2007.5069275531062,3,2,2,414.0,4203.965168349598,WD,290390
1497,Downtown,3,6,1961,Gd,938.361467173053,2451.857775878972,3,2,2,516.0,7962.273438880122,WD,362875
1498,Rural,7,1,1947,TA,1468.4538191473578,1926.9115714839593,3,2,2,510.0,6759.4864281653545,WD,216107
1499,Suburbs,10,1,1988,Gd,1327.4734941939319,1213.0404572298623,2,2,3,926.0,14471.49223575773,COD,235463
1500,Suburbs,6,5,1974,Fa,,2407.207938119321,2,1,2,612.0,7529.178431451149,WD,320983
